isbn13,isbn10,title,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,title_and_subtitle,tagged_description,simple_categories,isbn_x,isbn_y,anger,disgust,fear,joy,neutral,sadness,surprise
9780060819224,0060819227,"The Collected Letters of C.S. Lewis, Volume 3",C. S. Lewis,Biography & Autobiography,http://books.google.com/books/content?id=BCc6Aq5JaJoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A final installment of a three-volume series is comprised of personal correspondences as penned during the final part of his life, a time during which he passed his days at Cambridge and wrote the Narnia chronicles.",2004.0,4.49,1840.0,140.0,"The Collected Letters of C.S. Lewis, Volume 3: Narnia, Cambridge, and Joy, 1950 - 1963","9780060819224A final installment of a three-volume series is comprised of personal correspondences as penned during the final part of his life, a time during which he passed his days at Cambridge and wrote the Narnia chronicles.",Nonfiction,,,0.0641336739063263,0.10400678217411041,0.051362860947847366,0.32688188552856445,0.5494765043258667,0.11169024556875229,0.07876549661159515
9780060823726,0060823720,Touch Not the Cat,Mary Stewart,Fiction,http://books.google.com/books/content?id=c5ZqvE5bgOIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Bryony Ashley knows that her family's grand estate is both hell and paradise -- once elegant and beautiful, yet mired in debt and shrouded in shadow. Devastated by her father;s sudden strange death abroad, she is nonetheless relieved to learn the responsibility of running Ashley Court has fallen to a cousin. Still, her father's final, dire warning about a terrible family curse haunts her days and her dreams.",2005.0,3.91,372.0,4857.0,Touch Not the Cat,"9780060823726Bryony Ashley knows that her family's grand estate is both hell and paradise -- once elegant and beautiful, yet mired in debt and shrouded in shadow. Devastated by her father;s sudden strange death abroad, she is nonetheless relieved to learn the responsibility of running Ashley Court has fallen to a cousin. Still, her father's final, dire warning about a terrible family curse haunts her days and her dreams.",Fiction,,,0.0641336739063263,0.10400678217411041,0.9753065705299377,0.5939049124717712,0.5494765043258667,0.2845725119113922,0.30259257555007935
9780060833176,0060833173,King of the Vagabonds,Neal Stephenson,Fiction,http://books.google.com/books/content?id=UT0ENrfxIMsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A chronicle of the breathtaking exploits of ""Half-Cocked Jack"" Shaftoe -- London street urchin-turned-legendary swashbuckling adventurer -- risking life and limb for fortune and love while slowly maddening from the pox. . . and Eliza, rescued by Jack from a Turkish harem to become spy, confidante, and pawn of royals in order to reinvent a contentious continent through the newborn power of finance.",2006.0,4.16,400.0,1859.0,King of the Vagabonds: The Baroque Cycle #2,"9780060833176A chronicle of the breathtaking exploits of ""Half-Cocked Jack"" Shaftoe -- London street urchin-turned-legendary swashbuckling adventurer -- risking life and limb for fortune and love while slowly maddening from the pox. . . and Eliza, rescued by Jack from a Turkish harem to become spy, confidante, and pawn of royals in order to reinvent a contentious continent through the newborn power of finance.",Fiction,,,0.2697475254535675,0.10400678217411041,0.7027425765991211,0.15514691174030304,0.5494765043258667,0.6357689499855042,0.07876549661159515
9780060833183,0060833181,Odalisque,Neal Stephenson,Fiction,http://books.google.com/books/content?id=XLm5PQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,The trials of Dr. Daniel Waterhouse and the Natural Philosophers increase one hundredfold in an England plagued by the impending war and royal insecurities -- as the beautiful and ambitious Eliza plays a most dangerous game as double agent and confidante of enemy kings.,2006.0,4.2,464.0,1505.0,Odalisque: The Baroque Cycle #3,9780060833183The trials of Dr. Daniel Waterhouse and the Natural Philosophers increase one hundredfold in an England plagued by the impending war and royal insecurities -- as the beautiful and ambitious Eliza plays a most dangerous game as double agent and confidante of enemy kings.,Fiction,,,0.0641336739063263,0.14536447823047638,0.8383455276489258,0.04056445509195328,0.5494765043258667,0.5579491853713989,0.07876549661159515
9780060834005,0060834005,Black Boy,Richard Wright,Biography & Autobiography,http://books.google.com/books/content?id=orAc3Eok-G8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Traces the author's coming of age in the Jim Crow-era South, a period during which he struggled to survive while journeying from innocence to adulthood.",2005.0,4.05,432.0,89.0,Black Boy: A Record of Childhood and Youth,"9780060834005Traces the author's coming of age in the Jim Crow-era South, a period during which he struggled to survive while journeying from innocence to adulthood.",Nonfiction,,,0.0641336739063263,0.10400678217411041,0.4914535582065582,0.04056445509195328,0.5494765043258667,0.2908504009246826,0.07876549661159515
9780060834821,006083482X,The Sheltering Sky,Paul Bowles,Fiction,,"The Sheltering Sky is a landmark of twentieth-century literature. In this intensely fascinating story, Paul Bowles examines the ways in which Americans' incomprehension of alien cultures leads to the ultimate destruction of those cultures. A story about three American travelers adrift in the cities and deserts of North Africa after World War II, The Sheltering Sky explores the limits of humanity when it touches the unfathomable emptiness and impassive cruelty of the desert. This P.S. edition features an extra 16 pages of insights into the book, including author interviews, recommended reading, and more.",2005.0,3.91,313.0,898.0,The Sheltering Sky,"9780060834821The Sheltering Sky is a landmark of twentieth-century literature. In this intensely fascinating story, Paul Bowles examines the ways in which Americans' incomprehension of alien cultures leads to the ultimate destruction of those cultures. A story about three American travelers adrift in the cities and deserts of North Africa after World War II, The Sheltering Sky explores the limits of humanity when it touches the unfathomable emptiness and impassive cruelty of the desert. This P.S. edition features an extra 16 pages of insights into the book, including author interviews, recommended reading, and more.",Fiction,,,0.2272372841835022,0.537691593170166,0.16073261201381683,0.6276649236679077,0.874164342880249,0.16030186414718628,0.2345825731754303
9780060837167,0060837160,Rat Bastards,John Shea,Biography & Autobiography,http://books.google.com/books/content?id=YggEjFQfDisC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"You've met the Italian mob in The Godfather, now welcome to the real-life world of Irish America's own murderous clan of organized crime The man who has remained silent for more than a decade finally speaks, revealing the gritty true story of his life inside the infamous South Boston Irish mob led by the elusive, Machiavellian kingpin Whitey Bulger, who to this day remains on the lam as one of the world's Ten Most Wanted criminals, second only to Osama bin Laden. John ""Red"" Shea was a top lieutenant in the South Boston Irish mob, rising to this position at the age of twenty-one. Thus began his tutelage under the notorious Irish godfather James ""Whitey"" Bulger. An ice-cold enforcer with a legendary red-hot temper, Shea was a legend among his Southie peers in the 1980s. From the first delivery truck he robbed at thirteen to the start of his twelve-year federal sentence for drug trafficking at twenty-seven, Shea was a portrait in American crime -- a terror, brutal and ruthlessly ambitious. Drug dealer, loan shark, money launderer, and multimillion-dollar narcotics kingpin, Shea was at the pinnacle of power -- until the feds came knocking and eventually obliterated the legendary mob in a well-orchestrated sweep of arrests, fueled by insider tips to the FBI and DEA. While Bulger's other top men turned informant to save their own hides, Shea alone kept his code of honor and his mouth shut -- loyalty that earned him a dozen years of hard time even as the man he was protecting turned out to be, himself, a rat. For in the end, in a remarkable show of betrayal, Bulger turned out to be the FBI's ""main man"" and top informant -- tipping off the feds for decades while still managing to operate one of the most murderous and profitable organized crime outfits of all time. In Rat Bastards, Shea brings that mysterious world and gritty urban Irish American street culture into sharp focus by telling his own story -- of his fatherless upbringing, his apprenticeship on the tough streets of Southie, and his love affair with trouble, boxing, and then the gangster life. In prose that is refreshingly honest, personal, and surprisingly tender, Shea tells his harrowing, unflinching, and unapologetic story. A man who did the crime, did the time, and held fast to the Irish code of silence, which he was raised to follow at any cost, Shea remains a man of honor and in doing so has become a living legend. One of the last of a dying breed, a true stand-up guy. Shea expects no forgiveness and makes no excuses for the life he chose. His story is intense, compelling, and in your face.",2006.0,3.51,304.0,34.0,Rat Bastards: The Life and Times of South Boston's Most Honorable Irish Mobster,"9780060837167You've met the Italian mob in The Godfather, now welcome to the real-life world of Irish America's own murderous clan of organized crime The man who has remained silent for more than a decade finally speaks, revealing the gritty true story of his life inside the infamous South Boston Irish mob led by the elusive, Machiavellian kingpin Whitey Bulger, who to this day remains on the lam as one of the world's Ten Most Wanted criminals, second only to Osama bin Laden. John ""Red"" Shea was a top lieutenant in the South Boston Irish mob, rising to this position at the age of twenty-one. Thus began his tutelage under the notorious Irish godfather James ""Whitey"" Bulger. An ice-cold enforcer with a legendary red-hot temper, Shea was a legend among his Southie peers in the 1980s. From the first delivery truck he robbed at thirteen to the start of his twelve-year federal sentence for drug trafficking at twenty-seven, Shea was a portrait in American crime -- a terror, brutal and ruthlessly ambitious. Drug dealer, loan shark, money launderer, and multimillion-dollar narcotics kingpin, Shea was at the pinnacle of power -- until the feds came knocking and eventually obliterated the legendary mob in a well-orchestrated sweep of arrests, fueled by insider tips to the FBI and DEA. While Bulger's other top men turned informant to save their own hides, Shea alone kept his code of honor and his mouth shut -- loyalty that earned him a dozen years of hard time even as the man he was protecting turned out to be, himself, a rat. For in the end, in a remarkable show of betrayal, Bulger turned out to be the FBI's ""main man"" and top informant -- tipping off the feds for decades while still managing to operate one of the most murderous and profitable organized crime outfits of all time. In Rat Bastards, Shea brings that mysterious world and gritty urban Irish American street culture into sharp focus by telling his own story -- of his fatherless upbringing, his apprenticeship on the tough streets of Southie, and his love affair with trouble, boxing, and then the gangster life. In prose that is refreshingly honest, personal, and surprisingly tender, Shea tells his harrowing, unflinching, and unapologetic story. A man who did the crime, did the time, and held fast to the Irish code of silence, which he was raised to follow at any cost, Shea remains a man of honor and in doing so has become a living legend. One of the last of a dying breed, a true stand-up guy. Shea expects no forgiveness and makes no excuses for the life he chose. His story is intense, compelling, and in your face.",Nonfiction,,,0.5407889485359192,0.6256576776504517,0.7307313680648804,0.5679277181625366,0.9318321943283081,0.2374182790517807,0.08826861530542374
9780060837334,0060837330,The Last Days of Henry VIII,Robert Hutchinson,Biography & Autobiography,http://books.google.com/books/content?id=acCmQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A blazing narrative history that boldly captures the end of England's most despotic ruler and his court -- a time of murderous conspiracies, terrifying betrayals, and sordid intrigue Henry VIII's crimes against his wives are well documented and have become historical lore. But much less attention has been paid to his monarchy, especially the closing years of his reign. Rich with information including details from new archival material and written with the nail-biting suspense of a modern thriller, The Last Days of Henry VIII offers a superb fresh look at this fascinating figure and new insight into an intriguing chapter in history. Robert Hutchinson paints a brilliant portrait of this egotistical tyrant who governed with a ruthlessness that rivals that of modern dictators; a monarch who had ""no respect or fear of anyone in this world,"" according to the Spanish ambassador to his court. Henry VIII pioneered the modern ""show trial"": cynical propaganda exercises in which the victims were condemned before the proceedings even opened, proving the most powerful men in the land could be brought down overnight. After thirty-five years in power, Henry was a bloated, hideously obese, black-humored old recluse. And despite his having had six wives, the Tudor dynasty rested on the slight shoulders of his only male heir, the nine-year-old Prince Edward -- a situation that spurred rival factions into a deadly conflict to control the throne. The Last Days of Henry VIII is a gripping and compelling history as fascinating and remarkable as its subject.",2005.0,4.14,368.0,1460.0,"The Last Days of Henry VIII: Conspiracies, Treason and Heresy at the Court of the Dying Tyrant","9780060837334A blazing narrative history that boldly captures the end of England's most despotic ruler and his court -- a time of murderous conspiracies, terrifying betrayals, and sordid intrigue Henry VIII's crimes against his wives are well documented and have become historical lore. But much less attention has been paid to his monarchy, especially the closing years of his reign. Rich with information including details from new archival material and written with the nail-biting suspense of a modern thriller, The Last Days of Henry VIII offers a superb fresh look at this fascinating figure and new insight into an intriguing chapter in history. Robert Hutchinson paints a brilliant portrait of this egotistical tyrant who governed with a ruthlessness that rivals that of modern dictators; a monarch who had ""no respect or fear of anyone in this world,"" according to the Spanish ambassador to his court. Henry VIII pioneered the modern ""show trial"": cynical propaganda exercises in which the victims were condemned before the proceedings even opened, proving the most powerful men in the land could be brought down overnight. After thirty-five years in power, Henry was a bloated, hideously obese, black-humored old recluse. And despite his having had six wives, the Tudor dynasty rested on the slight shoulders of his only male heir, the nine-year-old Prince Edward -- a situation that spurred rival factions into a deadly conflict to control the throne. The Last Days of Henry VIII is a gripping and compelling history as fascinating and remarkable as its subject.",Nonfiction,,,0.6426551342010498,0.6906418800354004,0.9079305529594421,0.27380266785621643,0.7801125049591064,0.16316063702106476,0.0788307711482048
9780060837556,0060837551,The Thorn Birds,Colleen McCullough,Fiction,http://books.google.com/books/content?id=mtBZngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A saga of three generations of the indomitable Cleary family begins in the early 1900s when Paddy Cleary, a poor New Zealand farm laborer, moves his wife and children to the Australian sheep station owned by his wealthy sister, in a new edition of the classic novel of forbidden love between young Meggie Cleary and Father Ralph de Bricassart. Reprint. 15,000 first printing.",2005.0,4.23,673.0,516.0,The Thorn Birds,"9780060837556A saga of three generations of the indomitable Cleary family begins in the early 1900s when Paddy Cleary, a poor New Zealand farm laborer, moves his wife and children to the Australian sheep station owned by his wealthy sister, in a new edition of the classic novel of forbidden love between young Meggie Cleary and Father Ralph de Bricassart. Reprint. 15,000 first printing.",Fiction,,,0.0641336739063263,0.6270742416381836,0.051362860947847366,0.04244612157344818,0.9503574967384338,0.1162918359041214,0.2907034456729889
9780060838591,0060838590,Krakatoa,Simon Winchester,History,http://books.google.com/books/content?id=U4wywQfl5s4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Simon Winchester, New York Times bestselling author of The Professor and the Madman, examines the legendary annihilation in 1883 of the volcano-island of Krakatoa, which was followed by an immense tsunami that killed nearly forty thousand people. The effects of the immense waves were felt as far away as France. Barometers in Bogotá and Washington, D.C., went haywire. Bodies were washed up in Zanzibar. The sound of the island's destruction was heard in Australia and India and on islands thousands of miles away. Most significant of all -- in view of today's new political climate -- the eruption helped to trigger in Java a wave of murderous anti-Western militancy among fundamentalist Muslims, one of the first outbreaks of Islamic-inspired killings anywhere. Krakatoa gives us an entirely new perspective on this fascinating and iconic event. This P.S. edition features an extra 16 pages of insights into the book, including author interviews, recommended reading, and more.",2005.0,3.87,464.0,14491.0,"Krakatoa: The Day the World Exploded: August 27, 1883","9780060838591Simon Winchester, New York Times bestselling author of The Professor and the Madman, examines the legendary annihilation in 1883 of the volcano-island of Krakatoa, which was followed by an immense tsunami that killed nearly forty thousand people. The effects of the immense waves were felt as far away as France. Barometers in Bogotá and Washington, D.C., went haywire. Bodies were washed up in Zanzibar. The sound of the island's destruction was heard in Australia and India and on islands thousands of miles away. Most significant of all -- in view of today's new political climate -- the eruption helped to trigger in Java a wave of murderous anti-Western militancy among fundamentalist Muslims, one of the first outbreaks of Islamic-inspired killings anywhere. Krakatoa gives us an entirely new perspective on this fascinating and iconic event. This P.S. edition features an extra 16 pages of insights into the book, including author interviews, recommended reading, and more.",Nonfiction,,,0.36370980739593506,0.46885499358177185,0.917385995388031,0.09578542411327362,0.874164342880249,0.22720545530319214,0.7646148800849915
9780060839789,0060839783,The Professor and the Madman,Simon Winchester,Biography & Autobiography,http://books.google.com/books/content?id=D4KblwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The Professor and the Madman, masterfully researched and eloquently written, is an extraordinary tale of madness, genius, and the incredible obsessions of two remarkable men that led to the making of the Oxford English Dictionary -- and literary history. The compilation of the OED began in 1857, it was one of the most ambitious projects ever undertaken. As definitions were collected, the overseeing committee, led by Professor James Murray, discovered that one man, Dr. W. C. Minor, had submitted more than ten thousand. When the committee insisted on honoring him, a shocking truth came to light: Dr. Minor, an American Civil War veteran, was also an inmate at an asylum for the criminally insane. This P.S. edition features an extra 16 pages of insights into the book, including author interviews, recommended reading, and more.",2005.0,3.84,242.0,81384.0,"The Professor and the Madman: A Tale of Murder, Insanity, and the Making of the Oxford English Dictionary","9780060839789The Professor and the Madman, masterfully researched and eloquently written, is an extraordinary tale of madness, genius, and the incredible obsessions of two remarkable men that led to the making of the Oxford English Dictionary -- and literary history. The compilation of the OED began in 1857, it was one of the most ambitious projects ever undertaken. As definitions were collected, the overseeing committee, led by Professor James Murray, discovered that one man, Dr. W. C. Minor, had submitted more than ten thousand. When the committee insisted on honoring him, a shocking truth came to light: Dr. Minor, an American Civil War veteran, was also an inmate at an asylum for the criminally insane. This P.S. edition features an extra 16 pages of insights into the book, including author interviews, recommended reading, and more.",Nonfiction,,,0.12626783549785614,0.638046383857727,0.5194880366325378,0.5302765965461731,0.874164342880249,0.2540588676929474,0.4492736756801605
9780060840884,0060840889,Hit Parade,Lawrence Block,Fiction,http://books.google.com/books/content?id=KYR8gZgkECoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Introspective professional assassin John Keller, the anti-hero of Hit Man and Hit List, continues to ponder his life, the ethics of his lethal career, and his possible retirement as he returns in an all-new mystery adventure. 100,000 first printing.",2006.0,3.86,295.0,99.0,Hit Parade,"9780060840884Introspective professional assassin John Keller, the anti-hero of Hit Man and Hit List, continues to ponder his life, the ethics of his lethal career, and his possible retirement as he returns in an all-new mystery adventure. 100,000 first printing.",Fiction,,,0.0641336739063263,0.10400678217411041,0.46441277861595154,0.04056445509195328,0.6330130100250244,0.11169024556875229,0.31238317489624023
9780060841867,0060841869,The Curtain,Milan Kundera,Literary Collections,http://books.google.com/books/content?id=JCDXPxiayrwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Traces the author's personal view of the history and significance of the novel in western civilization, arguing that a novel's development crosses international and language boundaries while serving to reveal previously unknown aspects of a reader's existence. By the author of The Art of the Novel. 35,000 first printing.",2006.0,3.96,176.0,1351.0,The Curtain: An Essay in Seven Parts,"9780060841867Traces the author's personal view of the history and significance of the novel in western civilization, arguing that a novel's development crosses international and language boundaries while serving to reveal previously unknown aspects of a reader's existence. By the author of The Art of the Novel. 35,000 first printing.",,,,0.0641336739063263,0.12594228982925415,0.051362860947847366,0.3939226269721985,0.7879931330680847,0.11169024556875229,0.3834211826324463
9780060844097,0060844094,"A Hard Day's Write, 3e",Steve Turner,Music,http://books.google.com/books/content?id=cvp-QQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A lavishly illustrated, rollicking account of the real people and events that inspired the Beatles' lyrics. Who was ""just seventeen"" and made Paul's heart go ""boom""? Was there really an Eleanor Rigby? Where's Penny Lane? In A Hard Day's Write, music journalist Steve Turner shatters many well-worn myths and adds a new dimension to the Fab Four's rich legacy by investigating for the first time the ordinary people and events immortalized in the Beatles' music and now occupying a special niche in popular culture's collective imagination. Arranged chronologically by album, the book breaks new ground by exploring how private incidents influenced the group's writing and how their music evolved. Turner reveals that Lucy in the Sky with Diamonds was really a drawing by Julian Lennon of his childhood friend; Bungalow Bill was an all-American tiger hunter; Doctor Robert was a New York 'speech doctor'; and much more. A longtime Beatles admirer, Turner tracked down and interviewed the real-life subjects of the songs, probed public records and newspaper archives, and spoke in depth to the people closet to the Beatles to unearth tales that have never before been made public. The result is a book that chronicles an untold story of the Beatles themselves. Illustrated with over 200 photographs, A Hard Day's Write is a visually alluring and highly entertaining journey to the land stretching just beneath your conscious mind, mapped out with strawberry fields, fool-topped hills, and long and winding roads.",2005.0,4.18,224.0,152.0,"A Hard Day's Write, 3e: The Stories Behind Every Beatles Song","9780060844097A lavishly illustrated, rollicking account of the real people and events that inspired the Beatles' lyrics. Who was ""just seventeen"" and made Paul's heart go ""boom""? Was there really an Eleanor Rigby? Where's Penny Lane? In A Hard Day's Write, music journalist Steve Turner shatters many well-worn myths and adds a new dimension to the Fab Four's rich legacy by investigating for the first time the ordinary people and events immortalized in the Beatles' music and now occupying a special niche in popular culture's collective imagination. Arranged chronologically by album, the book breaks new ground by exploring how private incidents influenced the group's writing and how their music evolved. Turner reveals that Lucy in the Sky with Diamonds was really a drawing by Julian Lennon of his childhood friend; Bungalow Bill was an all-American tiger hunter; Doctor Robert was a New York 'speech doctor'; and much more. A longtime Beatles admirer, Turner tracked down and interviewed the real-life subjects of the songs, probed public records and newspaper archives, and spoke in depth to the people closet to the Beatles to unearth tales that have never before been made public. The result is a book that chronicles an untold story of the Beatles themselves. Illustrated with over 200 photographs, A Hard Day's Write is a visually alluring and highly entertaining journey to the land stretching just beneath your conscious mind, mapped out with strawberry fields, fool-topped hills, and long and winding roads.",,,,0.0641336739063263,0.10400678217411041,0.051362860947847366,0.9685472249984741,0.8712840676307678,0.11169024556875229,0.7301342487335205
9780060845247,0060845244,"The Lion, the Witch and the Wardrobe Read-Aloud Edition",C. S. Lewis;Pauline Baynes,Juvenile Fiction,http://books.google.com/books/content?id=deiyGRUp6JIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Four English school children enter the magic land of Narnia through the back of a wardrobe and assist Aslan, the golden lion, in defeating the White Witch who has cursed the land with eternal winter.",2005.0,4.21,189.0,56.0,"The Lion, the Witch and the Wardrobe Read-Aloud Edition","9780060845247Four English school children enter the magic land of Narnia through the back of a wardrobe and assist Aslan, the golden lion, in defeating the White Witch who has cursed the land with eternal winter.",Children's Fiction,,,0.0641336739063263,0.10400678217411041,0.051362860947847366,0.04816889390349388,0.8481588959693909,0.11169024556875229,0.07876549661159515
9780060845308,0060845309,"Mambo Kings Play Songs of Love, The Tie-in",Oscar Hijuelos,Fiction,http://books.google.com/books/content?id=rL2fOXmLquMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In late 1940s New York City, Cesar and Nestor Castillo, two young Cuban musicians, are dubbed the ""Mambo Kings"" for their talent and rise to superstardom. Reissue. (Tie in to the Broadway musical production, produced by Daryl Roth, opening August 2005) (Historical Fiction)",2005.0,3.68,448.0,126.0,"Mambo Kings Play Songs of Love, The Tie-in: A Novel","9780060845308In late 1940s New York City, Cesar and Nestor Castillo, two young Cuban musicians, are dubbed the ""Mambo Kings"" for their talent and rise to superstardom. Reissue. (Tie in to the Broadway musical production, produced by Daryl Roth, opening August 2005) (Historical Fiction)",Fiction,,,0.03100275807082653,0.014504199847579002,0.021942032501101494,0.5936121344566345,0.8383765816688538,0.04909968748688698,0.17931783199310303
9780060846732,0060846739,Sex with the Queen,Eleanor Herman,History,http://books.google.com/books/content?id=5GSgQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In this follow-up to her bestselling Sex with Kings, Eleanor Herman reveals the truth about what goes on behind the closed door of a queen's boudoir. Impeccably researched, filled with page-turning romance, passion, and scandal, Sex with the Queen explores the scintillating sexual lives of some of our most beloved and infamous female rulers. She was the queen, living in an opulent palace, wearing lavish gowns and dazzling jewels. She was envied, admired, and revered. She was also miserable, having been forced to marry a foreign prince sight unseen, a royal ogre who was sadistic, foaming at the mouth, physically repulsive, mentally incompetent, or sexually impotent—and in some cases all of the above. How did queens find happiness? In courts bristling with testosterone—swashbuckling generals, polished courtiers, and virile cardinals—many royal women had love affairs. Anne Boleyn flirted with courtiers; Catherine Howard slept with one. Henry VIII had both of them beheaded. Catherine the Great had her idiot husband murdered, and ruled the Russian empire with a long list of sexy young favorites. Marie Antoinette fell in love with the handsome Swedish count Axel Fersen, who tried valiantly to rescue her from the guillotine. Empress Alexandra of Russia found emotional solace in the mad monk Rasputin. Her behavior was the spark that set off the firestorm of the Russian revolution. Princess Diana gave up her palace bodyguard to enjoy countless love affairs, which tragically led to her early death. When a queen became sick to death of her husband and took a lover, anything could happen—from disgrace and death to political victory. Some kings imprisoned erring wives for life; other monarchs obligingly named the queen's lover prime minister. The crucial factor deciding the fate of an unfaithful queen was the love affair's implications in terms of power, money, and factional rivalry. At European courts, it was the politics—not the sex—that caused a royal woman's tragedy—or her ultimate triumph.",2006.0,3.91,336.0,3676.0,"Sex with the Queen: 900 Years of Vile Kings, Virile Lovers, and Passionate Politics","9780060846732In this follow-up to her bestselling Sex with Kings, Eleanor Herman reveals the truth about what goes on behind the closed door of a queen's boudoir. Impeccably researched, filled with page-turning romance, passion, and scandal, Sex with the Queen explores the scintillating sexual lives of some of our most beloved and infamous female rulers. She was the queen, living in an opulent palace, wearing lavish gowns and dazzling jewels. She was envied, admired, and revered. She was also miserable, having been forced to marry a foreign prince sight unseen, a royal ogre who was sadistic, foaming at the mouth, physically repulsive, mentally incompetent, or sexually impotent—and in some cases all of the above. How did queens find happiness? In courts bristling with testosterone—swashbuckling generals, polished courtiers, and virile cardinals—many royal women had love affairs. Anne Boleyn flirted with courtiers; Catherine Howard slept with one. Henry VIII had both of them beheaded. Catherine the Great had her idiot husband murdered, and ruled the Russian empire with a long list of sexy young favorites. Marie Antoinette fell in love with the handsome Swedish count Axel Fersen, who tried valiantly to rescue her from the guillotine. Empress Alexandra of Russia found emotional solace in the mad monk Rasputin. Her behavior was the spark that set off the firestorm of the Russian revolution. Princess Diana gave up her palace bodyguard to enjoy countless love affairs, which tragically led to her early death. When a queen became sick to death of her husband and took a lover, anything could happen—from disgrace and death to political victory. Some kings imprisoned erring wives for life; other monarchs obligingly named the queen's lover prime minister. The crucial factor deciding the fate of an unfaithful queen was the love affair's implications in terms of power, money, and factional rivalry. At European courts, it was the politics—not the sex—that caused a royal woman's tragedy—or her ultimate triumph.",Nonfiction,,,0.7438995242118835,0.8137204051017761,0.20140708982944489,0.9075424075126648,0.9182611703872681,0.9645972847938538,0.08374632894992828
9780060851989,0060851988,Queen of Babble,Meg Cabot,Fiction,http://books.google.com/books/content?id=KM1a1gyldeAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Lizzie Nichols discovers that her inability to keep her mouth shut has landed her once again in hot water when she aggravates her unfaithful boyfriend, Andy, is stranded in London, and takes a job as a bartender for a catered wedding at a French chateau, an affair that ends with the groom in disgrace, a furious bride, and Andy returning to ruin everything. 100,000 first printing.",2006.0,3.69,309.0,59613.0,Queen of Babble: A Novel,"9780060851989Lizzie Nichols discovers that her inability to keep her mouth shut has landed her once again in hot water when she aggravates her unfaithful boyfriend, Andy, is stranded in London, and takes a job as a bartender for a catered wedding at a French chateau, an affair that ends with the groom in disgrace, a furious bride, and Andy returning to ruin everything. 100,000 first printing.",Fiction,,,0.9651405811309814,0.10400678217411041,0.051362860947847366,0.04056445509195328,0.6330130100250244,0.11169024556875229,0.31238317489624023
